title,review,rating,date,label
"Consome muita bateria, dura 1 dia","O celular é bom, atende as minhas necessidades, porém estou bem insatisfeita com a duração da bateira, já assisti vídeos, desliguei tudo que falaram que consome, porém, só dura 1 dia.",3.0,12/10/2021,Neutral
Ótimo,Bateria muito boa e sistema liso para quem está acostumado com Android. O ponto mais negativo para a maioria das pessoas é ter que usar adaptador para o carregador que não vem na versão brasileira.,4.0,8/04/2020,Good
Sistema trava,"Achei lento, tinha um Motorola e performava melhor. O sistema dá umas travadas.. a bateria não aguenta o quanto eu imaginava que duraria. E o tal do MIU tomou conta do meu aparelho...",5.0,25/08/2020,Good
!,"Produto chegou como esperado muito bem embalado, até o momento está mais que top.. Feliz de mais com a comora..  Só é difícil achar peliculas de vidro para tela então tentem comprar junto ✌👍",5.0,9/07/2020,Good
Superou as expectativas,"celular excelente, ótimo custo beneficioqualidade de câmera incomparável , memoria e processador excelente.  Superou em vantagens o do Motorola ZPlay,adorei o aparelho, recomendo",5.0,13/06/2020,Good
Qualidade do produto,"Produto de ótima qualidde.Troquei meu iphone 7 por ele e não me arrependo.Único problema é que pode ser um produto global a tomada pode ser não padrão brasileiro, porém fácil de ser resolvido",5.0,15/01/2020,Good
Redmi note 8 é top!,"Gostei muito do smartphone, tem uma excelente qualidade, e as imagens são lindas!E quanto a loja que comprei foram ótimos na prestação de serviço, o produto chegou antes do prazo e em excelente armazenamento.",5.0,18/01/2020,Good
Qualidade,"O smarthphone atende todas as minha expectativas e, inclusive, me surpreendeu bastante em outros fatores. Recomendo a qualquer pessoa que esteja procurando por um novo aparelho celular a dar uma chance aos produtos da Xiaomi.",5.0,3/01/2020,Good
Tudo de bom. Só faltou a nota fiscal.,Confesso que me espantei com a qualidade do produto.Não botava fé.Quero deixar aqui que vale muito a pena adquirir este produto. Para mim é tudo de bom.Mega aconselho quem quer COMPRAR.,5.0,30/06/2020,Good
Bom produto,"Bom produto, mas a nota fiscal nunca chega em sua residência. Será que o produto nao é licito e a amazon permite a venda? Nao sei, mas é estranho.O produto em sí é otimo",2.0,7/12/2020,Bad
Ótima compra,"Era o produto que esperava, comprei pelo custo beneficio, entrega muito rápida superando as expectativas, produto em condições. Lacrado pelo fabricante.Otima compra! Recomendo",5.0,6/10/2020,Good
Celular com defeito!,"O spotefhone apresentou problema na bateria, está demorando para carregar, é descarregando rapidamente,isso com menos de 2 meses de uso, a empresa não me responde. O que devo fazer?",1.0,17/09/2020,Bad
nota fiscal,gostei muito do produto.. mais fiquei decepcionada com a falta de informação no site que o celular viria sem a nota fiscal e que o produto não produzido na china e sim na indonesia.mais o restante esta bom..,3.0,7/03/2020,Neutral
Vale o preço!,"Tela com resolução boa, câmera atende bem as minhas necessidades básicas/intermediárias.Aparelho muito bonito, construção muito bem feita.",5.0,12/10/2020,Good
Satisfeito,"Eu adorei tudo , câmera , som , imagem , velocidade , as vezes dá um bug . Mais superou sim a expectativa. Sem contar o valor que pagamos e muito justo .",5.0,10/08/2020,Good
Recomendo com certeza,"Perfeito, recomendo. Comprei como celular de backup para minha empresa. Utilizo um S9 como principal. Não deixa a desejar. Claro que em comparação ao S9 perde em alguns quesitos, mas para usuário casual, e redes sociais é perfeito.",5.0,24/11/2019,Good
Vale  o investimento,"Celular bastante bom.  Os efeitos de câmera são interessantes e no geral todos já conhecem o Android. Tinha um moto G4 plus e  foi um salto positivo. Gpu, memória e definição de tela , camera são pontos superiores.",5.0,30/12/2019,Good
Ótima escolha,"Ótima escolha que fiz, aparelho bonito com ótimo desempenho e ótima duração de bateria pelo custo que tem de mercado, estou satisfeito inclusive pela marca xiaomi, que é a primeira experiência que tenho com aparelhos dessa marca.",4.0,5/12/2019,Good
Excelente produto e excelente custo benefício,"Produto excelente, câmera muito boa ,a entrega foi nota mil, veio bem embalado e ainda com uma película e uma capa comum, sem dúvida um aparelho de ótima qualidade , vale muito a pena adiquirir ele.",5.0,13/02/2020,Good
Ótimo celular!,"Pagando barato foi o melhor celular que adquiri, a câmera, áudio é excelente, demora um pouquinho para se adaptar mas é extremamente normal, faz parte do processo de mudar de celular... Enfim, maravilhoso!",5.0,8/03/2020,Good
"Quanto a bateria, duração é boa, quanto a câmera do aplicativo é razoável","O produto, apesar de não ser reconhecido no site oficial da XIAOMI como original, é bom, não sei a razão, mas a experiência de um mês tem sido boa com o aparelho",4.0,10/06/2021,Good
Atrasou a entrego mas o celular é ótimo,"Demorou mais que o previsto, porém chegou bem embalado tudo certinho. O aparelho é ótimo imagem muito boa bateria dura bastante, fotos ficam lindas. Veio uma capa de brinde.Voltei a comprar no site.",5.0,5/03/2020,Good
"Facilidade, qualidade e utilidade","Gostei de tudo o que este celular tem. Seus recursos são fáceis de encontrar e mexer; a qualidade é excelente, imagem, áudio e softwares, e eu uso para trabalho e lazer. A câmera é excelente. A imagem é semelhante, se não igual a muitas câmeras fotográficas profissionais. Fiz uma excelente aquisição.",5.0,23/03/2020,Good
Me,"Durante anos tive smart fone de outras marcas,quando apostei no Redmi note 8 ,tinha muitas dúvidas contudo ao comprá-lo tive boas surpresas,excelente celular,rápido,bonito,eficiente,estou apaixonado.",5.0,22/03/2020,Good
Sensacional,"O celular é muito bom! Câmera ótima, interface rápida com um bom armazenamento interno. Recomendo a compra!",5.0,17/07/2020,Good
É confiável sim,"Ótimo produto e bem embalado, 100% de confiança.",5.0,12/05/2020,Good
Que celular incrível!,"Chegou super rapido, o celular é mto bom, a camera é ótima, nao trava. Uma pena que nao venha mais com fone, fones originais são mto bons. Mas nada a reclamar do celular.",5.0,21/01/2021,Good
Fiz uma excelente compra sem dúvida alguma,"O celular é excepcional, eu estava com muitas dúvidas pois migrei do IOS para android e a experiencia esta sendo ótima.Celular chegou bem antes do esperado, muito bem embalado. Muito obrigado CelShop pela presteza.",4.0,20/01/2020,Good
O produto chegou bem antes do prazo,"                  A mídia não pôde ser carregada.               Gostei do compromisso do vendedor,em me responder rápido,prazo da entrega, chegou bem antes do prazo.O celular não apresentou nenhum defeito até o momento.Veio nota fiscal,a bateria é muito boa,dura o dia todo.As câmeras são maravilhosas",5.0,7/05/2020,Good
Entrega super rápida,"Muito bom, além de lindo! Chegou com 4 dias úteis, sou do nordeste RN e chegou muito rápido, em perfeito estado, bem embalado, o vendedor cumpriu o prometido. Super recomendo o vendedor! ♥️ Agora eu tenho um RN8 🤩",5.0,10/12/2019,Good
Ótimo custo x benefício,"Celular cumpre o prometido, correspondeu as expectativas.",5.0,22/03/2020,Good
Chegada e qualidade do produto.,"Meu aparelho chegou bem antes do esperado. Tanto que eu já recebi e aqui no app consta que ainda está em trânsito. Rs. Fiquei muito satisfeita!!! Muito bom, chegou tudo direitinho e ainda veio uma case de brinde!",5.0,2/03/2020,Good
Ótimo,"O aparelho é incrível, lindo e potente, super recomendo.",5.0,24/07/2020,Good
Bonito,"Demorou muito para chegar, mais chegou, veio tudo direitinho, o celular tá funcionando perfeitamente, não vem fone de ouvido, mais veio uma capinha, bonito, meu filho gostou muito",5.0,22/09/2020,Good
"não gostei,pior experiencia que tive","aparelho com pouca duração de bateria, trava muito deu defeito nas câmeras no primeiro dia de uso, tive duas alegrias com ele uma quando comprei e a outra quando recebi o estorno",1.0,20/07/2020,Bad
Muito satisfeito com a compra.,"Muito satisfeito com a compra. Entrega muito rápida (demorou 3 dias para chegar, muito adiantado comparado com o prazo descrito), produto muito bem embalado apra entrega. Celular em perfeitas condições, e um ótimo custo benefício.",5.0,14/11/2019,Good
Indico!,"O produto foi comprado dia 28/05 e enviado pedido no dia 29/05, recebi dia 01/05 bem antes do prazo. Celular veio bem embalado e original, tudo certo até o momento. Loja super indicada, obrjgada!",5.0,2/06/2020,Good
Celular ótimo,"Já estava esperando a hora de ele chegar, vi vários unboxings no youtube antes de comprar ele, antes queria o redmi note 7 mas depois que lançou o 8, fiquei impressionado com o quão ele é poderoso. Enfim, vendedor ótimo, chegou vários dias antes do estimado e estou muito satisfeito e também recomendo.",5.0,21/02/2020,Good
Excelente celular,"O celular tem um sistema muito bom, configurações fáceis e excelentes. Além de velocidade de resposta em tudo.",5.0,24/05/2021,Good
O vendedor é atencioso,"Tive um extraviado por culpa da exportadora porém o vendedor enviou outro, tirou todas as minhas dúvidas pois foi a primeira vez que comprei um celular pala internet e estava com medo porém amei e amei o celular também, mesmo com o celular extraviado chegou dois dias antes do prazo mínimo e ainda veio a nota fiscal.",5.0,16/12/2019,Good
Nota 8,"Celular muito bom, um mês de uso e está atendendo muito bem as minhas espectativa s",5.0,18/05/2020,Good
Ótimo aparelho,"Até o momento, não tenho do que reclamar, estou trocando o Iphone pelo Xiaomi, não estou conseguindo me adaptar muito bem ao Android, mas o aparelho em sí, é muito bom.",5.0,8/12/2020,Good
Celular equilibrado.,"Celular muito bonito, atende a todas as minhas necessidades. É um bom celular intermediário. Não se destaca em nada, mas entrega tudo com ótima qualidade. Provavelmente irá satisfazer a maior parte dos usuários.",4.0,11/01/2020,Good
Excelente,Excelente compra!Produto lacrado e em perfeito estado. Recebi a encomenda com 3 dias.. perfeito!,5.0,19/06/2020,Good
Excelente compra! Muito satisfeito!,"Entrega rápida. O celular é original, veio na caixa lacrado e juntamente com a nota fiscal. O vendedor também enviou uma película de brinde. Recomendo fortemente o vendedor, pela rapidez, eficiência e competência.",5.0,16/02/2020,Good
O único problema é que a bateria não é tão duradoura assim. Fora isso tudo perfeito,"Vendedor atencioso, demorava um pouco a dar retorno, mas muito atencioso, o celular foi entregue antes do prazo e em perfeito estado, muito bem embalado, estou bastante satisfeita",5.0,16/11/2020,Good
Excelente custo benefício,"Fiquei muito impressionado com a fluidez do aparelho. Ele possui vários recursos de smartphones top, além de ser muito bonito. Usando o aparelho de maneira moderada a bateria está durando em média um dia e meio.",5.0,4/01/2020,Good
Ótimo produto!,"Funciona muito bem! Atendeu minhas espectativas, a bateria dura aproximadamente um dia e até agora não notei nenhum bug ou falha do sistema!",5.0,30/12/2020,Good
O melhor em custo benefício.,"O aparelho é excelente, com ótimo custo benefício, vem com capinha de proteção. A câmera frontal deixa um pouco a desejar, mas se instalar a gcam, fica excelente. De resto, as outras funções são ótimas.",5.0,12/02/2020,Good
Excelente,"Câmera de qualidade altíssima, bateria que dura de verdade, fora que tem um processamento muito potente e veloz com 64 gb de memória pra não faltar espaço. Enfim, é um celular muito custo benefício",5.0,28/02/2020,Good
Perfeito,"Lindo, maravilhoso!🥰Bateria dura 2dias utilizando sempre.Roda jogos perfeitamente e sem falar do custo benefício.🤩",5.0,29/01/2020,Good
Celular maravilhosooooooo,"Atendeu todas as minhas expectativas, entrega super rápida, celular com ótimo custo de benefício, não me arrependo, estou com ele à 3 meses, compraria novamente com toda certeza! Adeus LG e Motorola!",5.0,28/02/2020,Good
"Ótimo Aparelho, Muito bom !!!","Eu amei o aparelho, Sensacional 👏Ótimo custo de benefício, Entrega antes da data prevista, Nota fiscal, Atendimento nota 10.Super recomendo 👏👏Ótimo vendedor, estão de parabéns.",5.0,11/03/2020,Good
Decepcionado,"Adquiri em 29/01/2020, aparelho travou as configurações não consigo fazer nada, em contato com Vendedor, qdo perguntei da garantia, deixou de responder. Muito decepcionado com esse parceiro da Amazon",1.0,28/02/2020,Bad
Entrega confiável,"Chegou certinho e antes da data estimada.Produto de acordo com a descrição, estou gostando do celular, câmera excelente, só o que me desaponta é a bateria que dura apenas 1 dia.",5.0,6/08/2020,Good
A cor moonlight white não é branca,"Produto excelente, sem ressalvas. Ótimo custo x benefício. A única questão é que cor moonlight White é muito mais azul claro do que branca. É bonita, mas eu particularmente me arrependi de não ter pego a cor preta.",5.0,29/01/2020,Good
otimo,"só tenho a reclamar da forma como veio embalado nos correios, a caixa veio solta dentro de outra caixa, mas fora isso nãoapresenta nenhum problema e eu amo de paixão o produto",5.0,12/09/2020,Good
Otimo custo x beneficio,"Sinceramente, nada a reclamar, um ótimo custo-beneficio, desempenho e qualidade acima da media no mercado. Dificil voltar pras outras marcas se a Xiaomi continuar com essa qualidade.",5.0,11/12/2019,Good
Impressões iniciais,"Gostei, celular intermediário atende perfeitamente, bateria dura bastante, não trava, a transição de um.app pra outro é rápida, a câmera é muito boa, excelente custo benefício,  enfim... até o momento nota 10",5.0,11/01/2020,Good
Excelente,"Realizei uma excelente compra. O produto é ótimo, além do design lindo, qualidade das Fotos, durabilidade da bateria, sem contar que já vem acompanhado de película e capinha tudo de ótima qualidade. O prazo de entrega superou as expectativas pois chegou antes do prazo previsto.",5.0,3/02/2020,Good
Excelente aparelho,"Excelente custo benefício, bateria dura até dois dias dependendo do uso, as câmeras são muito boas, ele é bem leve e fácil de se acostumar. Produto excelente, recomendo a todos",5.0,24/03/2020,Good
Super feliz,"Estou bastante feliz com essa compra. A bateria dura bastante, o bluetooth é reconhecido em carros rapidamente e a velocidade ainda me impressiona.",5.0,20/04/2021,Good
Ótimo produto,"Produto ótimo, comprei na quinta-feira e no sábado já chegou, sem falar da qualidade de um produto xiaomi que é um dos melhores do mercado.E o vendedor que foi super atencioso e sempre tratando bem o cliente.",5.0,5/12/2019,Good
Super indicado,"Simplesmente maravilhoso! Nao comprarei mais smatfones nacionais depois desse aqui. Desconheço nacional compativel com a qualidade do xiaomi. Esse foi presente, ta adorando o produto a pessoa que ganhou!",5.0,9/12/2019,Good
Chegou super rápido!,"Recomendo de mais! Fiquei com medo de comprar,pois não conhecia o vendedor e superou minhas expectativas! Produto veio certinho, chegou rápido e sem nenhum problema.",5.0,11/09/2020,Good
Muito satisfeita,"O celular é perfeito, veio bem embalado, antes do prazo e tem entrada pra fone de ouvido e também o carregador é em formato BR. Muito satisfeita com a compra. Bateria dura quase 2 dias e câmera de ótima qualidade.",5.0,27/01/2020,Good
Confiável,"Adoro os produtos da linha redmi, otimo custo beneficio. O unico contra é que não veio com nota fiscal, mas chegou tudo certinho antes do prazo e o vendedor me enviou o recibo com o termi de garantia.",5.0,29/01/2020,Good
Vale a pena com toda certeza,"Entrega no prazo sem atraso, aparelho maravilhoso, câmera simplesmente perfeito, pra jogos então uma maravilha de processamento, pra quem gosta de ouvir música e perfeito som sem chiados ou ruídos",5.0,18/03/2020,Good
boa camera,"a camera é excelente,  a bateria dura um dia todo mesmo acessando reded sociias por longos períodos.",4.0,12/12/2019,Good
Entrega muita rápida e mercadoria top.,"O fornecedor está de parabéns.Fiz o pedido dia 29/11 com entrega estava prevista para dia 9/12 e chegou hj dia 03/12 e ainda ganhei uma capinha e um fone de ouvido, veio com nota fiscal tudo direitinho ❤️Apaixonada pelo aparelho, designer top, câmera então de outro mundo, lindo de mais. Muito obrigada!",5.0,3/12/2019,Good
Nunca pensei que iria aconter isso RUIM,"Celular veio com problemas  , chip não está reconhecendo nenhum  peso que eles  me envie um novo ou me de o reembolso mais o vendedor nem se quer me responde vou procurar meus direitos",1.0,24/06/2020,Bad
Redmi top!,Minha primeira compra na Amazon... Fui muito feliz na escolha deste aparelho... Muito acima das minhas espectativas... Estou extremamente feliz...,5.0,31/08/2020,Good
Ótimo custo benefício! Vale a pena!,Comprei há 4 meses e até aqui não tive nenhum problema.Ótimo custo benefício.,5.0,26/07/2020,Good
Aparelho com problemas no touch,Aparelho se desliga sozinho com a bateria em 50%. Aparelho vem com o defeito no toucht que abri variados app ao mesmo tempo sozinho,1.0,20/06/2020,Bad
EXCELENTE COMPRA!,"Excelente produto, veio tudo conforme descrito. Material muito bem embalado, lacrado e sem nenhum tipo de avaria.Referente ao produto, excelente como todos os usuários da XIAOMI relatamRECOMENDADO.",5.0,4/12/2019,Good
Ótimo custo benefício,Comprei com um pouco de medo pois não conhecia ninguém que tinha um Xiaomi. Depois de pesquisar muito resolvi arriscar. Troquei um iPhone pelo note 8 e estou MUITO satisfeita! Recomendo a todos. Nada a reclamar ainda!,5.0,14/12/2019,Good
Custo benefício,"Bom celular, tenho ele a dois anos e sem nenhuma problema, apenas um adendo... Quebrou a tela na primeira e única caída e nem de um lugar alto, mas talvez o fato de ser uma quina e tela não suportou maaaaas no geral muito bom",5.0,12/12/2019,Good
Excelente,"Produto lindo chegou muito rápido 4 dias  .só. Não gostei pq não veio nota fiscal contatei o fornecedor e não me mandaram, mais o produto e muito bom",4.0,28/07/2020,Good
"Só deveria vir com o carregador patroa brasileiro, mais tirando isso veio em ótimas condições","Muito obrigado pelo envio, ótimo celular veio em boas condições, pena que veio o carregador padrão europeu né, podia ter vindo brasileiro, mais tirando isso veio ótimo, veio rápido antes do prazo",5.0,2/03/2020,Good
Excelente!,Excelente aparelho! Estava receiosa por ser um produto importado e não tão conhecido mas valeu a pena! O uso é super fácil e a velocidade do aparelho é impressionante! Obrigada,5.0,11/03/2020,Good
bom,minha mae q usa e gosta anos depois ainda ta novo,5.0,17/02/2022,Good
Ótimo smartphone,"Muito bom é o terceiro que compro aqui na amazon sem ter o que reclamar, produto ótimo tanto para jogar quanto para outros usos pessoais, aparelho bonito e rápido.",5.0,8/02/2021,Good
Como vou ficar,Bom dia. A bateria não está do meu agrado. Pois só estou usando o wattszapp e a bateria está descarregando. Fiz exatamente como descrito. Deixei carregando sem utilizar o aparelho.,3.0,14/07/2020,Neutral
Ótimo aparelho para o preço,"O aparelho é excelente. Não tenho do que reclamar. Ótima construção, qualidade da câmera muito boa. Valeu a pena o valor pago.",5.0,5/09/2020,Good
Problema de reinicialização,"O celular não tem nem 1 ano e já está com um problema serio. O aparelho fica reiniciando sozinho, impossibilitando o uso. Não sei o que fazer! Revoltante!",1.0,16/12/2021,Bad
"Bom, Bonito e com valor acessível!!","A entrega foi muito rápida, recebi o produto dois dias depois da compra.O aparelho é muito bom, já vem com capa.Mas, o carregador é padrão americano, preciso de adaptador para poder usar",4.0,22/02/2020,Good
Otimo custo beneficio,"Aparelho excelente, otimo custo beneficio. A camera é muito boa. A bateria dura o dia inteiro sem carregar.Chegou bem antes do tempo previsto. Estou muito satisfeita.",5.0,27/10/2020,Good
Ótimo celular,"O custo benefício não está valendo atualmente, mas continua sendo um dos melhores aparelhos intermediários para investir.",5.0,6/09/2020,Good
Produto muito bom.,"Gostei muito do celular, excelente custo benefício. Daqui pra frente só Xiaomi. Entrega no prazo, muito bem embalado. Recomendo o vendedor.",5.0,13/05/2020,Good
TUDO CERTO EXCELENTE,"Anuncio cumpre com o prometido, versão GLOBAL, já tenho um Xiaomi e comprei esse para minha irmã, melhor telefone que já tive, podem comprar, recomendo.",5.0,2/12/2020,Good
Vale muito comprar,"O produto chegou bem rápido.O aparelho é lindo.Uma dica para quem adquiriu esse smartphone, baixem a GCAM, as fotos ficam incríveis...O custo benefício é muito, muito, muito bom.",5.0,19/02/2020,Good
Vale muito a pena pelo custo benefício.,"Celular muito bom, rápido, câmera muito boa, ela está dando uns tchiut como se tivesse clicando na tela por várias vezes.Aconteceu 2x e está no primeiro mês da compra se o problema persisti vou contatar a Amazon.",4.0,13/12/2019,Good
Compraria novamente e a MIUI é incrível!,"Apesar de ter vindo com o carregador no padrão norte americano, o Resmi Note 8 é fantástico!A MIUI é SENSACIONAL... E acredito que caso eu troque de aparelho, seja para outro da Xiaomi.",5.0,31/01/2020,Good
Top!,O melhor celular que já tive! Gostei bastante da qualidade das imagens e das fotos...,5.0,25/11/2020,Good
Recomendo muito.,"Recomendo, é muito bom, não trava.Tenho outros amigos que possuem o aparelho e todos amam.É um bom celular.E a Amazon em sí é um site confiável.",5.0,25/08/2020,Good
"Celular BBB: Bom, Bonito e Barato.","Estou encantado pelo aparelho. A bateria dura muito bem e ele, apesar de confuso no começo, é cheio de ótimas funções. Só gostaria que tivesse gaveta de apps, os apps sao distribuídos pelo desktop igual ao iOS do iPhone.",5.0,30/11/2019,Good
Boa câmera e durabilidade da bateria.,"Câmera ótima e destravamento rápido pela digital no verso do aparelho. Dei de presente ao meu marido, ele tá gostando bastante.",5.0,14/09/2020,Good
Ótimo custo benefício ! Vale a pena !,"Celular muito top !Qualidade da câmera muito boa, bateria dura muito. A tela tem é muito boa pra assistir vídeos e jogar ! Resumindo, celular muito bonito e muito eficiente ! Vale a pena.",5.0,8/01/2020,Good
Aparelho Ótimo porém sem nota fiscal,"O aparelho é ótimo, até agora não tive problemas. Porém o vendedor não enviou nota fiscal, e mesmo solicitando ele disse que só pode fornecer um recibo simples, isso perdeu muitos pontos na qualificação.",3.0,21/02/2020,Neutral
Excelente Aparelho,"Excelente aparelho, lindo, bateria super duradoura, muita memória, custo benefício fantástico. Até o momento não tenho absolutamente nada a reclamar. E chegou super rápido, bem antes do previsto.",5.0,5/01/2020,Good
Top do top,"Chegou extremamente rápido, produto de qualidade, veio com o carregador padrão brasileiro que o próprio vendedor disse que provável não viria, enfim. Estou 300% satisfeito",5.0,14/09/2020,Good
Uma bosta!!!,"Uma porcaria de telefone e sem assistência aqui no país. Esse modelo está com defeito de retenção de tela. Celular trava, desliga sozinho.",1.0,30/03/2020,Bad
Sensacional ... Super recomendado,"Super recomendado ... Aparelho chegou intacto, muito bem embalado ... e o melhor ... chegou muito rápido ... pedido feito ... 3 dias aparelho nas mãos ... só tenho que agradecer ao vendedor ... muitíssimo obrigado.",5.0,12/11/2019,Good
"muito bom, um dos melhores do mercado","prático e muito intuitivo, ele é muito dinamico e com uma das melhores interfaces com o sistema androide",5.0,21/08/2020,Good
Ótimo produto,"Recebi o produto há 1 dia e até então se revela uma ótima aquisição. Ainda não testei os recursos de câmera, bateria ou reconhecimento facial, para avaliá-los, mas tudo indica ser celular top!",5.0,8/05/2020,Good
#RECOMENDO,"Aparelho nota 10, superou as expectativas neste primeiro instante. Só o tempo ira confirmar.Estou com o aparelho a menos de um mês e atende de sobra o meu dia a dia e sem se preocupar com bateria.",5.0,21/11/2019,Good
Original!!!,"Acho que meu maior medo era o celular com poucos meses de uso, desligar e não ligar mais, bem... tem quase um ano da compra e até agora isso não aconteceu (Graças a Deus).",4.0,27/11/2021,Good
Qualidade Incrível,"Celular MARAVILHOSO, estou encantada com a qualidade e rapidez da entrega!Adaptador para o carregador já que é normal da Xiaomi não ser o padrão brasileiro.Super, super recomendo a compra!!!!!",5.0,14/07/2021,Good
Excelente. Recomendo 👍🏻,"Legal. Veio com o carregador, capinha, tudo ok. Precisei pedir a nota, porém o vendedor me atendeu rapidamente e já enviou. Ótimo custo-benefício. Veio bem rápido. Recomendo 👍🏻",5.0,5/02/2020,Good
Rápido e eficaz e entregam no prazo ou até antes ...Rapidez por Excelência.,Entrega super rápido.... Fiz minha compra dia 08/11 e no dia 12 já me entregaram o prazo era dia 17 e no máximo dia 23....Superou todas minhas expectativas...Parabéns !! Amazon pela rapidez e eficiência..🌟🌟🌟🌟🌟👏,5.0,16/12/2019,Good
Top... Sensacional...Eu Recomendo!,"Produto sensacional, atendeu todas as minhas expectativas, custo benefício excelente, super recomendo.",5.0,7/05/2020,Good
Entrega rápida!,"Muito bonito o aparelho! E a entrega? Super rápida. Efetue a compra dia 23/05 e hoje 28/05 já recebi meu aparelho, (ele já estava em estoque, o que ajudou.) Enfim. Recomendo!!",5.0,28/05/2020,Good
PRODUTO EXCELENTE!!!,"Produto veio antes do prazo de entrega, super rápido, comprei na sexta feira e chegou na terça feira, em perfeito estado, aparelho muito bom, bateria dura muito tempo, RECOMENDO!",5.0,16/07/2020,Good
Excelente Custo Benefício,"O produto é muito bom. Adquiri na Loja Fenix, chegou em uma semana e veio o modelo global, com carregador versão Brasil. Tudo ótimo. O telefone é super funcional, fácil de usar e a bateria dura muito.",5.0,19/03/2020,Good
Entrega antes do período,"Telefone Redmi Note 8 entregue antes do período de entrega, em excelente condições. Celular maravilhoso, original. Loja está de parabéns.",5.0,13/01/2020,Good
Chegou perfeito,"Chegou lacrado e antes do previsto, a única coisa é que me deixou preocupada no início é que não tinha atualizações no rastreio, mas acabou de chegar ontem sem ser avisado mesmo. Vídeos em 4k são absurdos!",5.0,18/12/2019,Good
Vale a pena comprar pela amazon,"Melhor custo benefício, entrega rápida, único detalhe foi a tomada vim a versão dos pinos quadrada, não vem essa padrão brasileiro redonda. Mais funciona com qualquer outra, então não foi problema.",5.0,4/02/2020,Good
Custo Benefício,"Celular de custo benefício excelente, a câmera é um dos pontos fortes pois é muito boa! as vezes sinto certo ""bug"" ao ouvir áudios de whatsapp por exemplo, mas apenas um detalhe.",5.0,31/03/2020,Good
"Perfeito e muito bonito, câmera sensacional","Já estou há quase um ano com ele, as vezes dá umas leves travadas mas nada demais ou que atrapalhe, coisa de segundos, a câmera é sensacional e a bateria continua durando muito.",5.0,4/08/2020,Good
Xiaomi redmi 8,"Celular de ótimo custo benefício! Lindo, apesar de eu ter escolhido o black space e muitos não acharem bonito. Rápido, processador muito bom. Resumindo: estou satisfeita com a minha compra!!!",5.0,23/02/2020,Good
"Bom, mas pode melhorar","Gostei bastante do aparelho, está dentro das expectativas para um intermediário, ele é muito bonito, mas deixa muita marca de dedo.",4.0,11/11/2019,Good
Produto Maravilhoso!,"Chegou super rápido! O celular é maravilhoso, lindo!Os vendedores foram super atenciosos, me mandaram uma película e uma fone!Amei!",5.0,29/10/2019,Good
Ótimo,"Produto com ótimo custo benefício, comprei para trabalhar e está funcionando perfeitamente.",5.0,29/07/2020,Good
Excelente!!!,"Recebi no prazo previsto, celular com ótima duração de bateria além de uma câmera excelente e tem ótimo desempenho em jogos também, porém o carregador não veio no padrão brasileiro.",4.0,10/03/2020,Good
Maravilhoso,"Otimo celular, chegou muito rapido, paguei na sexta a noite e na quarta já estava em casa. Veio com a Nota fiscal junto, 1 capa emborrachada...perfeito e sensacional, super recomendo!!!",5.0,12/06/2020,Good
"Muito bom fiquei muito feliz pela compra,chegou em 5 dias,","Meu filho joga muito A bateria e excelente ,o reconhecimento facial é ótimo e a câmera é ótimo , estou muita satisfeita com minha compra, apesar só tem um mês de compra .",5.0,23/11/2021,Good
Experiência incrível,"Pra quem está procurando um Celular de ponta e com custo benefício muito bom, esse é o celular! Estou tendo uma experiência incrível com todas as funções, câmeras, desempenho...",5.0,16/07/2020,Good
Decepcionado,"Nada contra o produto,mais minha compra foi cancelada logo após ser postada,sem motivo algum,mais a transação foi estornada tudo certo.",1.0,21/11/2019,Bad
Melhor custo-benefício,"Até o momento, um dos melhores celulares que já comprei. Rápido, eficaz, com câmeras muitos boas e bateria que dura o necessário.Uma pena que o carregador é padrão antigo e não vem um fone de ouvido.",4.0,8/01/2020,Good
Perfeito,"Excelente qualidade comprei para minha mãe para sair da linha do iPhone, pois um que chega perto da funcionalidades custa 5 vezes mais",5.0,2/07/2020,Good
Ótimo!,"Chegou tudo certinho, atendeu minhas expectativas. A câmera não é a melhor mas eu já estava preparada pra isso, edito bem as fotos e dá uma boa enganada. Desempenho 100%. Tela enorme do jeito que eu queria e esperava ♥️👍",4.0,26/03/2020,Good
Bom produto,"Bom produto em relação ao custo beneficio, so deixa a desejar em relação a sinal de operadora..possui certa dificuldade em captar sinal das operadoras.",4.0,26/01/2021,Good
Não gostei da primeira experiência de compra na Amazon veio na cor errada,"Gostei do produto porém veio na cor errada pedi preto e veio azul, sorte que minha esposa gostou da cor,  ou eu teria que esperar novamente o prazo de entrega,  primeira vez na Amazon e não gostei da experiência.",4.0,1/01/2020,Good
Ótimo custo-benefício.,"Top de linha por preço de intermediário. Ideal para um usuário multitarefa, com muitos apps, que quer velocidade, ótima câmera, uma ótima tela para ver vídeos, documentos, compras, etc. E é uma pechincha.",5.0,1/01/2020,Good
"Ótimo custo-benefício, melhor intermediário na faixa de preço dos R$1000,00","O celular é excelente, um ótimo desempenho para as funções básicas e pra jogos também não deixa a desejar. Um design lindíssimo e um acabamento impecável. Câmeras muito boas. Valeu muito a pena!",5.0,26/02/2020,Good
Recomendo comprar na Sister Shop,"Muito bom o celular gostei muito. Não tinha vindo a nota fiscal junto do celular, abri um email solicitando a DANFE e eles me enviaram via e-mail. Agora está tudo certo.",5.0,13/03/2021,Good
